Order Date,Region,Category,Sales,Quantity,Profit
2016-07-25,Central,Office Supplies,15.712,4,5.6956
2016-07-25,South,Office Supplies,65.5,5,32.095
2016-07-25,South,Office Supplies,7.89,1,0.3156
2016-07-25,Central,Furniture,403.56,4,96.8544
2016-07-25,Central,Technology,297.55,5,83.314
2016-07-25,Central,Technology,124.25,7,48.4575
2016-07-28,East,Office Supplies,1369.764,6,-913.176
2016-07-28,Central,Office Supplies,20.44,7,9.198
2016-07-28,Central,Office Supplies,109.92,2,53.8608
2016-07-28,West,Office Supplies,18.9,3,8.694
2016-07-28,East,Furniture,177.45,5,-78.078
2016-07-28,Central,Furniture,24.7,5,-9.88
2016-07-28,Central,Furniture,302.72,5,-378.4
2016-07-28,East,Office Supplies,9.48,3,0.711
2016-07-29,South,Office Supplies,2.214,3,-1.476
2016-07-29,South,Office Supplies,704.76,5,26.4285
2016-07-29,South,Office Supplies,27.396,3,-20.0904
2016-07-29,East,Office Supplies,84.784,2,-16.9568
2016-07-30,Central,Office Supplies,9.248,4,3.1212
2016-07-30,Central,Office Supplies,1036.624,2,51.8312
2016-07-30,West,Office Supplies,715.64,2,178.91
2016-07-30,Central,Office Supplies,9.264,3,-13.896
2016-07-31,Central,Furniture,272.94,3,30.0234
2016-07-31,Central,Technology,635.96,4,165.3496
2016-07-31,Central,Technology,118.99,1,33.3172
2016-07-31,Central,Office Supplies,283.14,4,72.358
2016-07-31,West,Furniture,863.128,7,-32.3673
2016-08-01,West,Technology,1039.728,2,90.9762
2016-08-01,Central,Office Supplies,19.648,2,6.6312
2016-08-01,West,Office Supplies,45.96,2,13.788
2016-08-01,East,Furniture,19.312,2,3.1382
2016-08-02,West,Office Supplies,12.544,2,4.704
2016-08-02,West,Technology,333.576,3,33.3576
2016-08-02,West,Furniture,136.464,2,15.3522
2016-08-03,Central,Office Supplies,81.54,3,38.3238
2016-08-03,Central,Technology,167.28,12,23.4192
2016-08-04,West,Office Supplies,20.952,3,7.0713
2016-08-04,South,Office Supplies,35.06,2,10.518
2016-08-04,West,Office Supplies,11.784,3,3.9771
2016-08-04,South,Office Supplies,4.13,1,1.8998
2016-08-04,Central,Office Supplies,3.98,5,-6.567
2016-08-04,South,Furniture,109.8,9,46.116
2016-08-04,South,Office Supplies,9.82,2,4.8118
2016-08-04,West,Technology,302.384,2,30.2384
2016-08-05,South,Office Supplies,197.05,7,59.115
2016-08-06,West,Technology,211.168,4,18.4772
2016-08-06,East,Office Supplies,38.34,9,15.7194
2016-08-06,East,Office Supplies,70.88,2,33.3136
2016-08-07,West,Technology,179.97,3,86.3856
2016-08-08,Central,Office Supplies,10.56,2,4.752
2016-08-08,West,Office Supplies,15.24,5,5.334
2016-08-08,Central,Office Supplies,53.952,3,17.5344
2016-08-08,West,Furniture,513.024,2,12.8256
2016-08-08,South,Office Supplies,23.34,3,0.2334
2016-08-08,West,Office Supplies,487.92,6,136.6176
2016-08-08,Central,Office Supplies,11.168,4,3.6296
2016-08-09,South,Office Supplies,11.88,5,-7.92
2016-08-09,South,Office Supplies,4.338,3,-3.0366
2016-08-09,South,Office Supplies,30.816,9,9.63
2016-08-09,South,Office Supplies,569.536,4,64.0728
2016-08-09,South,Technology,44.784,2,4.4784
2016-08-11,Central,Office Supplies,41.86,7,19.2556
2016-08-11,Central,Office Supplies,32.4,5,15.552
2016-08-11,Central,Office Supplies,77.56,2,35.6776
2016-08-12,Central,Technology,1399.944,7,52.4979
2016-08-12,Central,Office Supplies,6.48,1,3.1104
2016-08-12,East,Office Supplies,1591.02,6,286.3836
2016-08-12,East,Office Supplies,37.312,4,2.7984
2016-08-12,East,Furniture,209.148,2,-66.2302
2016-08-12,South,Furniture,562.2925,7,-255.5875
2016-08-12,East,Furniture,145.764,2,-8.098
2016-08-13,South,Office Supplies,17.34,2,4.6818
2016-08-13,Central,Office Supplies,185.376,2,-34.758
2016-08-13,Central,Office Supplies,58.924,1,-153.2024
2016-08-13,South,Technology,71.98,2,15.1158
2016-08-13,South,Office Supplies,11.232,8,-8.2368
2016-08-13,Central,Office Supplies,8.52,3,4.1748
2016-08-13,South,Office Supplies,103.6,7,51.8
2016-08-13,Central,Furniture,241.96,2,24.196
2016-08-13,South,Office Supplies,22.32,4,10.7136
2016-08-13,South,Office Supplies,10.272,3,3.21
2016-08-14,South,Office Supplies,15.552,3,5.4432
2016-08-14,West,Technology,105.552,6,35.6238
2016-08-14,East,Technology,247.188,2,-49.4376
2016-08-14,West,Office Supplies,15.54,3,7.6146
2016-08-14,East,Technology,279.96,5,48.993
2016-08-14,East,Technology,259.896,2,-56.3108
2016-08-15,West,Office Supplies,18.882,3,-13.8468
2016-08-15,West,Office Supplies,3.15,1,1.512
2016-08-15,West,Technology,71.976,3,7.1976
2016-08-15,West,Office Supplies,122.328,3,12.2328
2016-08-15,South,Technology,705.544,7,70.5544
2016-08-15,West,Technology,165.6,3,10.35
2016-08-15,West,Office Supplies,17.94,3,3.0498
2016-08-15,West,Furniture,312.03,3,43.6842
2016-08-15,South,Furniture,225.296,2,22.5296
2016-08-15,West,Office Supplies,37.52,4,18.0096
2016-08-16,West,Office Supplies,10.86,3,5.1042
2016-08-16,West,Office Supplies,32.4,5,15.552
2016-08-16,West,Furniture,161.28,2,12.096
2016-08-17,West,Office Supplies,15.712,4,5.6956
2016-08-18,East,Technology,39.99,1,11.5971
2016-08-18,Central,Furniture,5.344,4,-2.1376
2016-08-18,Central,Office Supplies,83.84,8,30.392
2016-08-18,Central,Office Supplies,2.068,1,-3.4122
2016-08-18,Central,Furniture,9.552,3,-3.8208
2016-08-18,East,Office Supplies,355.32,9,99.4896
2016-08-19,East,Office Supplies,146.688,6,55.008
2016-08-19,East,Office Supplies,25.32,5,9.1785
2016-08-19,East,Office Supplies,276.784,2,89.9548
2016-08-20,Central,Technology,14.78,2,3.9906
2016-08-21,West,Office Supplies,33.44,10,11.704
2016-08-21,East,Furniture,573.174,7,63.686
2016-08-21,West,Office Supplies,47.52,9,21.384
2016-08-21,West,Office Supplies,12.96,2,6.2208
2016-08-21,South,Office Supplies,28.048,2,3.506
2016-08-21,West,Office Supplies,12.672,2,4.752
2016-08-21,West,Technology,91.96,5,-20.691
2016-08-21,West,Technology,254.97,3,91.7892
2016-08-21,West,Furniture,2887.056,9,180.441
2016-08-21,West,Technology,31.984,2,-7.996
2016-08-21,East,Furniture,815.292,9,-339.705
2016-08-21,South,Office Supplies,9.216,4,3.3408
2016-08-22,East,Office Supplies,3.318,2,-2.6544
2016-08-22,East,Office Supplies,113.552,2,8.5164
2016-08-22,East,Office Supplies,134.288,2,45.3222
2016-08-22,West,Office Supplies,19.44,3,9.3312
2016-08-22,Central,Office Supplies,4.312,2,-6.8992
2016-08-22,West,Furniture,98.328,3,9.8328
2016-08-22,West,Office Supplies,5.76,2,1.6704
2016-08-22,West,Office Supplies,26.352,8,-18.4464
2016-08-23,West,Office Supplies,15.88,4,0.1588
2016-08-23,West,Furniture,532.704,6,-39.9528
2016-08-23,West,Office Supplies,34.68,6,16.9932
2016-08-23,West,Office Supplies,135.9,5,63.873
2016-08-23,Central,Office Supplies,37.59,3,17.6673
2016-08-23,West,Office Supplies,43.1,5,11.206
2016-08-23,Central,Technology,1.98,2,0.891
2016-08-23,Central,Office Supplies,25.2,4,11.592
2016-08-23,Central,Office Supplies,14.97,1,4.1916
2016-08-23,West,Technology,837.6,3,62.82
2016-08-23,Central,Technology,666.4,7,-33.32
2016-08-23,Central,Furniture,22.608,3,-10.1736
2016-08-23,Central,Office Supplies,727.296,8,-172.7328
2016-08-23,East,Office Supplies,21.3,5,8.733
2016-08-23,East,Office Supplies,1040.8,5,281.016
2016-08-23,East,Office Supplies,29.34,6,7.9218
2016-08-26,Central,Furniture,447.84,4,98.5248
2016-08-26,Central,Technology,209.97,3,58.7916
2016-08-26,Central,Technology,479.97,3,163.1898
2016-08-26,Central,Office Supplies,8.64,3,2.5056
2016-08-26,Central,Office Supplies,11.56,2,5.6644
2016-08-26,South,Office Supplies,31.008,1,11.2404
2016-08-26,West,Office Supplies,10.23,3,4.9104
2016-08-26,West,Office Supplies,154.9,5,69.705
2016-08-26,Central,Technology,159.984,2,43.9956
2016-08-26,West,Office Supplies,8.26,2,3.7996
2016-08-26,West,Furniture,1603.136,4,100.196
2016-08-26,West,Office Supplies,6.48,1,3.1104
2016-08-26,East,Technology,33.0,6,8.25
2016-08-26,East,Technology,249.95,5,87.4825
2016-08-26,East,Technology,47.984,2,13.1956
2016-08-26,Central,Furniture,1024.716,6,-29.2776
2016-08-26,South,Furniture,186.54,3,41.0388
2016-08-26,Central,Technology,47.97,3,14.8707
2016-08-26,East,Office Supplies,146.688,8,45.84
2016-08-26,East,Office Supplies,5.472,3,1.6416
2016-08-27,East,Office Supplies,81.54,9,36.693
2016-08-27,East,Office Supplies,11.68,4,5.256
2016-08-27,East,Furniture,244.615,1,20.967
2016-08-27,East,Office Supplies,29.0,5,13.92
2016-08-27,East,Technology,59.97,3,28.7856
2016-08-27,East,Office Supplies,122.97,3,60.2553
2016-08-27,Central,Office Supplies,3.528,1,1.1466
2016-08-27,South,Office Supplies,9.216,4,3.3408
2016-08-27,Central,Office Supplies,4.624,1,1.6762
2016-08-27,Central,Office Supplies,79.92,5,27.972
2016-08-27,Central,Office Supplies,14.16,1,1.062
2016-08-27,Central,Office Supplies,51.52,5,-10.948
2016-08-27,Central,Office Supplies,55.168,4,6.2064
2016-08-28,Central,Furniture,156.3728,2,-52.8908
2016-08-28,East,Office Supplies,18.432,8,-12.288
2016-08-28,West,Office Supplies,15.48,3,5.6115
2016-08-28,West,Technology,108.576,3,8.1432
2016-08-28,Central,Office Supplies,13.14,9,-21.681
2016-08-28,Central,Office Supplies,10.024,4,-16.5396
2016-08-29,East,Office Supplies,10.584,7,-2.3814
2016-08-29,East,Office Supplies,3.486,2,-2.7888
2016-08-29,Central,Office Supplies,64.624,7,22.6184
2016-08-29,East,Technology,22.0,4,5.5
2016-08-29,Central,Technology,95.976,3,-10.7973
2016-08-29,Central,Office Supplies,1.788,3,-3.0396
2016-08-29,East,Furniture,163.88,4,-81.94
2016-08-29,East,Furniture,241.92,4,-56.448
2016-08-29,East,Office Supplies,27.93,3,8.0997
2016-08-30,West,Technology,339.96,5,42.495
2016-08-30,East,Technology,290.898,3,-67.8762
2016-08-30,West,Furniture,47.04,4,15.9936
2016-08-30,East,Office Supplies,37.764,6,-27.6936
2016-08-30,East,Furniture,786.744,4,-258.5016
2016-08-30,East,Office Supplies,100.24,10,33.831
2016-08-30,East,Office Supplies,54.224,2,3.389
2016-08-31,Central,Office Supplies,23.968,2,2.3968
2016-09-01,East,Technology,468.9,6,206.316
2016-09-01,East,Office Supplies,10.95,3,3.285
2016-09-01,Central,Office Supplies,26.4,5,12.672
2016-09-01,Central,Technology,8.78,1,2.2828
2016-09-01,West,Office Supplies,12.78,1,5.751
2016-09-01,East,Technology,6.79,1,2.3086
2016-09-01,Central,Office Supplies,24.1,5,11.086
2016-09-01,East,Office Supplies,24.56,2,11.5432
2016-09-01,East,Office Supplies,3.048,1,1.0668
2016-09-01,East,Office Supplies,49.12,4,23.0864
2016-09-01,East,Office Supplies,4355.168,4,1415.4296
2016-09-01,East,Technology,72.48,2,30.4416
2016-09-01,East,Furniture,191.82,3,61.3824
2016-09-01,East,Technology,23.988,2,-4.7976
2016-09-01,Central,Office Supplies,29.52,4,14.4648
2016-09-01,Central,Office Supplies,376.74,4,71.162
2016-09-01,Central,Office Supplies,11.96,2,2.99
2016-09-01,East,Office Supplies,30.48,6,9.906
2016-09-01,West,Office Supplies,21.88,2,10.94
2016-09-01,East,Office Supplies,16.688,7,5.4236
2016-09-02,East,Office Supplies,75.48,2,19.6248
2016-09-02,Central,Technology,159.56,5,33.9065
2016-09-02,South,Office Supplies,309.456,9,34.8138
2016-09-02,South,Office Supplies,22.911,7,-17.5651
2016-09-02,Central,Technology,1362.9,3,-19.47
2016-09-02,Central,Office Supplies,1.81,1,0.6516
2016-09-02,Central,Office Supplies,8.26,2,3.8822
2016-09-02,West,Furniture,568.728,3,28.4364
2016-09-02,Central,Furniture,84.272,2,-75.8448
2016-09-02,West,Technology,999.98,2,449.991
2016-09-02,Central,Office Supplies,35.168,2,-8.3524
2016-09-02,West,Office Supplies,18.69,7,5.2332
2016-09-02,West,Technology,1091.168,4,68.198
2016-09-02,East,Furniture,39.98,2,9.995
2016-09-02,South,Office Supplies,19.456,4,3.4048
2016-09-02,South,Technology,1012.68,3,303.804
2016-09-02,South,Furniture,472.518,3,-149.6307
2016-09-02,West,Furniture,215.976,3,-2.6997
2016-09-02,West,Office Supplies,7.312,1,2.5592
2016-09-02,South,Office Supplies,17.22,5,-12.628
2016-09-02,West,Office Supplies,65.94,3,30.9918
2016-09-02,Central,Office Supplies,8.608,8,-13.3424
2016-09-02,West,Furniture,94.68,9,31.2444
2016-09-02,Central,Office Supplies,29.24,5,9.8685
2016-09-02,West,Office Supplies,23.67,3,0.9468
2016-09-02,West,Office Supplies,46.53,3,12.0978
2016-09-03,East,Office Supplies,1141.47,5,-760.98
2016-09-03,East,Technology,280.782,3,-46.797
2016-09-03,East,Furniture,344.94,3,31.0446
2016-09-03,East,Furniture,14.76,2,4.2804
2016-09-03,South,Office Supplies,87.28,8,41.0216
2016-09-03,Central,Office Supplies,54.5,5,14.17
2016-09-03,Central,Furniture,83.952,3,-90.2484
2016-09-03,East,Office Supplies,12.76,2,5.8696
2016-09-03,East,Office Supplies,58.48,8,27.4856
2016-09-03,East,Office Supplies,30.96,6,11.223
2016-09-03,Central,Office Supplies,8.808,3,-14.9736
2016-09-03,Central,Furniture,198.744,4,0.0
2016-09-03,East,Office Supplies,48.16,7,22.1536
2016-09-04,South,Office Supplies,12.192,3,4.1148
2016-09-04,West,Technology,2799.96,5,944.9865
2016-09-04,South,Office Supplies,87.168,2,8.7168
2016-09-04,West,Furniture,24.27,3,8.7372
2016-09-04,South,Office Supplies,31.744,2,8.3328
2016-09-04,South,Furniture,42.6,3,16.614
2016-09-04,East,Office Supplies,22.72,4,6.5888
2016-09-04,South,Office Supplies,113.94,6,54.6912
2016-09-04,East,Office Supplies,60.6,5,20.4525
2016-09-04,East,Furniture,63.94,1,24.9366
2016-09-04,South,Office Supplies,5.28,3,2.5344
2016-09-04,South,Office Supplies,129.92,4,5.1968
2016-09-04,Central,Technology,279.95,5,67.188
2016-09-04,Central,Office Supplies,16.56,2,7.7832
2016-09-04,Central,Office Supplies,535.41,3,160.623
2016-09-04,Central,Office Supplies,62.376,3,7.0173
2016-09-04,Central,Office Supplies,3.912,1,1.0269
2016-09-04,South,Office Supplies,239.5,5,114.96
2016-09-05,Central,Office Supplies,107.94,3,26.985
2016-09-05,East,Technology,43.6,4,12.208
2016-09-05,South,Office Supplies,86.058,7,-63.1092
2016-09-05,South,Technology,108.784,2,6.799
2016-09-05,South,Office Supplies,10.272,3,3.21
2016-09-05,West,Technology,116.0,8,29.0
2016-09-05,South,Office Supplies,23.472,3,7.6284
2016-09-05,Central,Office Supplies,28.44,9,4.266
2016-09-05,Central,Office Supplies,22.05,7,10.584
2016-09-05,East,Office Supplies,9.555,5,-7.3255
2016-09-05,East,Office Supplies,192.16,4,92.2368
2016-09-05,East,Furniture,71.246,2,-19.3382
2016-09-05,South,Office Supplies,25.06,2,11.7782
2016-09-05,South,Furniture,1652.94,3,314.0586
2016-09-05,East,Office Supplies,7.872,3,0.5904
2016-09-05,East,Furniture,887.271,3,-63.3765
2016-09-05,East,Furniture,85.246,2,-1.2178
2016-09-05,West,Office Supplies,4.36,2,1.7876
2016-09-05,East,Office Supplies,8.856,6,-6.4944
2016-09-05,West,Office Supplies,11.68,2,3.942
2016-09-05,East,Office Supplies,8.952,2,-7.46
2016-09-05,Central,Office Supplies,62.79,3,-166.3935
2016-09-05,Central,Furniture,242.94,3,29.1528
2016-09-05,East,Furniture,58.248,9,11.6496
2016-09-05,Central,Office Supplies,70.95,3,20.5755
2016-09-05,Central,Office Supplies,25.92,5,9.072
2016-09-05,Central,Office Supplies,15.808,8,5.3352
2016-09-05,Central,Technology,278.4,3,80.736
2016-09-05,Central,Office Supplies,10.368,2,3.7584
2016-09-05,Central,Office Supplies,93.456,3,-17.523
2016-09-05,Central,Office Supplies,9.248,2,3.3524
2016-09-05,Central,Office Supplies,91.36,4,42.0256
2016-09-05,Central,Furniture,21.204,3,-11.6622
2016-09-05,East,Furniture,82.8,2,10.35
2016-09-05,West,Office Supplies,96.08,2,46.1184
2016-09-05,Central,Furniture,347.802,7,-24.843
2016-09-05,Central,Furniture,12.22,1,3.666
2016-09-05,Central,Office Supplies,194.94,3,23.3928
2016-09-06,South,Office Supplies,3.204,2,-2.4564
2016-09-06,South,Office Supplies,95.952,3,29.985
2016-09-06,Central,Technology,329.584,2,37.0782
2016-09-06,East,Furniture,722.352,3,90.294
2016-09-06,Central,Office Supplies,41.92,4,15.196
2016-09-06,East,Technology,31.86,2,11.151
2016-09-06,Central,Office Supplies,10.784,1,0.8088
2016-09-06,Central,Office Supplies,77.88,6,22.5852
2016-09-08,West,Office Supplies,14.88,2,3.72
2016-09-08,East,Furniture,173.94,3,13.9152
2016-09-08,Central,Furniture,2396.2656,4,-317.1528
2016-09-08,East,Office Supplies,14.76,4,6.9372
2016-09-08,Central,Office Supplies,131.136,4,-32.784
2016-09-08,Central,Office Supplies,70.368,2,6.1572
2016-09-08,Central,Technology,59.96,5,21.7355
2016-09-08,Central,Technology,57.584,2,0.7198
2016-09-08,West,Furniture,43.13,1,14.6642
2016-09-08,West,Office Supplies,34.24,8,15.408
2016-09-08,West,Office Supplies,67.136,4,23.4976
2016-09-08,Central,Office Supplies,35.952,3,3.5952
2016-09-08,West,Furniture,146.04,1,-12.7785
2016-09-08,West,Office Supplies,261.74,2,65.435
2016-09-08,East,Office Supplies,207.48,1,62.244
2016-09-08,Central,Furniture,14.136,2,-7.7748
2016-09-08,Central,Furniture,601.47,3,-300.735
2016-09-08,South,Technology,35.168,4,8.3524
2016-09-08,South,Office Supplies,64.704,3,23.4552
2016-09-08,West,Office Supplies,30.87,7,14.2002
2016-09-08,West,Office Supplies,33.024,2,11.5584
2016-09-09,East,Office Supplies,14.624,2,5.484
2016-09-09,Central,Furniture,15.008,4,-12.0064
2016-09-09,West,Office Supplies,55.36,4,18.684
2016-09-10,West,Office Supplies,7.38,2,3.4686
2016-09-10,West,Office Supplies,14.256,3,4.455
2016-09-10,Central,Technology,719.96,5,53.997
2016-09-10,South,Office Supplies,67.56,3,8.445
2016-09-10,Central,Furniture,300.93,5,-34.392
2016-09-10,West,Office Supplies,81.98,2,40.1702
2016-09-10,West,Office Supplies,39.624,3,13.8684
2016-09-10,West,Office Supplies,276.784,2,89.9548
2016-09-10,East,Office Supplies,6.69,1,3.0774
2016-09-10,East,Office Supplies,59.48,2,8.922
2016-09-10,South,Technology,519.68,7,58.464
2016-09-11,West,Office Supplies,7.61,1,3.5767
2016-09-11,South,Technology,1599.92,8,751.9624
2016-09-11,West,Office Supplies,39.872,2,12.9584
2016-09-11,West,Technology,3347.37,13,636.0003
2016-09-11,East,Office Supplies,22.428,3,-17.9424
2016-09-11,East,Office Supplies,37.52,5,3.752
2016-09-11,Central,Office Supplies,99.568,2,33.6042
2016-09-11,Central,Office Supplies,6.0,2,2.1
2016-09-11,Central,Office Supplies,1.908,3,-3.2436
2016-09-11,South,Office Supplies,11.09,1,5.4341
2016-09-11,West,Office Supplies,9.568,2,2.99
2016-09-11,West,Office Supplies,332.94,3,6.6588
2016-09-11,East,Office Supplies,8.448,2,2.64
2016-09-11,East,Technology,728.946,9,-157.9383
2016-09-11,West,Office Supplies,20.736,4,7.2576
2016-09-11,West,Office Supplies,2.912,2,0.91
2016-09-11,Central,Technology,224.75,5,62.93
2016-09-12,East,Furniture,40.48,2,14.5728
2016-09-12,West,Furniture,83.136,4,5.196
2016-09-12,West,Technology,146.952,3,9.1845
2016-09-12,West,Office Supplies,6.264,3,2.0358
2016-09-12,Central,Office Supplies,68.52,3,31.5192
2016-09-12,West,Furniture,15.232,1,1.7136
2016-09-12,West,Furniture,466.768,2,52.5114
2016-09-12,South,Technology,20.7,3,1.656
2016-09-12,West,Furniture,15.136,4,3.5948
2016-09-12,West,Office Supplies,10.47,3,4.8162
2016-09-12,South,Furniture,1059.12,4,307.1448
2016-09-12,South,Office Supplies,11.34,3,5.2164
2016-09-12,South,Office Supplies,67.9,5,0.679
2016-09-12,West,Office Supplies,11.07,3,5.2029
2016-09-12,West,Office Supplies,20.704,4,7.764
2016-09-13,Central,Furniture,1336.44,14,387.5676
2016-09-13,Central,Office Supplies,17.61,3,8.4528
2016-09-13,Central,Office Supplies,16.9,2,5.07
2016-09-13,Central,Technology,149.95,5,41.986
2016-09-13,Central,Office Supplies,14.4,5,7.056
2016-09-13,Central,Office Supplies,373.08,6,100.7316
2016-09-13,Central,Technology,29.97,3,0.2997
2016-09-13,Central,Office Supplies,40.74,3,0.4074
2016-09-13,Central,Office Supplies,378.0,2,136.08
2016-09-13,Central,Office Supplies,17.64,3,8.6436
2016-09-14,South,Office Supplies,25.92,4,12.4416
2016-09-14,East,Technology,437.85,3,131.355
2016-09-14,East,Office Supplies,673.568,2,252.588
2016-09-15,East,Office Supplies,5.344,1,1.8704
2016-09-15,West,Office Supplies,48.664,7,15.8158
2016-09-15,West,Furniture,1128.39,3,259.5297
2016-09-15,West,Office Supplies,21.4,5,10.058
2016-09-15,East,Office Supplies,841.568,2,294.5488
2016-09-15,West,Office Supplies,35.4,5,13.452
2016-09-15,West,Office Supplies,20.416,4,6.6352
2016-09-16,West,Furniture,273.666,2,-12.8784
2016-09-16,West,Office Supplies,17.48,4,4.5448
2016-09-16,West,Office Supplies,12.96,2,6.3504
2016-09-16,South,Furniture,121.78,2,30.445
2016-09-17,East,Furniture,14.82,3,6.2244
2016-09-17,East,Office Supplies,295.4,5,-62.7725
2016-09-17,Central,Office Supplies,33.4,5,12.358
2016-09-17,East,Furniture,191.82,3,61.3824
2016-09-17,East,Furniture,109.48,2,33.9388
2016-09-17,West,Office Supplies,12.32,4,5.9136
2016-09-17,West,Office Supplies,6.48,1,3.1104
2016-09-17,West,Technology,73.584,2,8.2782
2016-09-17,West,Office Supplies,20.1,3,6.633
2016-09-17,East,Technology,437.85,3,131.355
2016-09-17,South,Technology,396.0,4,190.08
2016-09-17,West,Furniture,113.888,2,9.9652
2016-09-17,East,Office Supplies,232.4,5,78.435
2016-09-17,West,Technology,105.584,2,7.9188
2016-09-18,East,Furniture,60.72,3,26.1096
2016-09-18,South,Office Supplies,3.0,1,1.05
2016-09-18,South,Furniture,383.438,4,-167.3184
2016-09-18,East,Office Supplies,4.616,1,1.731
2016-09-18,West,Furniture,801.568,2,50.098
2016-09-18,West,Office Supplies,368.91,9,180.7659
2016-09-18,East,Furniture,631.782,2,140.396
2016-09-18,West,Furniture,885.528,9,-99.6219
2016-09-18,South,Office Supplies,900.08,4,117.0104
2016-09-18,South,Office Supplies,13.08,2,6.0168
2016-09-18,South,Furniture,350.98,1,84.2352
2016-09-18,East,Furniture,99.372,2,-7.098
2016-09-18,East,Furniture,5.352,3,1.6056
2016-09-18,West,Technology,239.984,2,23.9984
2016-09-18,East,Office Supplies,2.672,1,0.3674
2016-09-19,East,Office Supplies,1606.23,9,481.869
2016-09-19,East,Office Supplies,17.04,3,7.668
2016-09-19,East,Office Supplies,49.53,3,23.7744
2016-09-19,East,Furniture,872.32,4,244.2496
2016-09-19,West,Office Supplies,159.88,7,73.5448
2016-09-19,East,Office Supplies,69.52,2,17.38
2016-09-19,West,Office Supplies,6.24,3,1.872
2016-09-19,Central,Furniture,701.372,2,-50.098
2016-09-19,East,Office Supplies,25.44,6,12.72
2016-09-19,South,Technology,249.95,5,107.4785
2016-09-19,South,Office Supplies,5.04,2,0.1512
2016-09-19,Central,Office Supplies,2.308,2,-3.462
2016-09-19,East,Furniture,25.632,3,3.8448
2016-09-19,West,Office Supplies,8.928,2,3.1248
2016-09-19,West,Office Supplies,11.952,3,4.1832
2016-09-19,East,Office Supplies,27.93,3,8.0997
2016-09-20,West,Office Supplies,271.984,2,88.3948
2016-09-20,West,Office Supplies,11.76,4,3.1752
2016-09-20,West,Office Supplies,77.52,2,37.9848
2016-09-20,East,Office Supplies,393.25,5,129.7725
2016-09-20,West,Furniture,163.88,2,40.97
2016-09-20,South,Furniture,98.392,1,-11.0691
2016-09-20,Central,Office Supplies,83.7,5,41.013
2016-09-20,West,Office Supplies,48.64,2,15.808
2016-09-20,South,Furniture,17.088,2,1.068
2016-09-20,West,Office Supplies,65.79,9,30.2634
2016-09-22,Central,Office Supplies,35.88,6,16.146
2016-09-22,West,Furniture,68.432,7,8.554
2016-09-22,East,Office Supplies,7.872,3,0.8856
2016-09-22,South,Furniture,13.28,2,6.3744
2016-09-22,East,Office Supplies,63.968,2,19.99
2016-09-22,South,Office Supplies,16.56,2,5.796
2016-09-22,South,Technology,63.936,8,5.5944
2016-09-22,South,Office Supplies,40.776,3,4.5873
2016-09-22,East,Office Supplies,16.52,5,5.369
2016-09-22,South,Office Supplies,7.506,9,-6.0048
2016-09-22,Central,Furniture,18.96,2,7.584
2016-09-22,East,Office Supplies,128.34,6,37.2186
2016-09-22,Central,Technology,97.98,2,27.4344
2016-09-22,Central,Office Supplies,35.56,7,16.7132
2016-09-23,East,Furniture,28.0,4,7.7
2016-09-23,East,Office Supplies,12.201,7,-9.7608
2016-09-23,West,Office Supplies,13.68,2,3.6936
2016-09-23,West,Furniture,184.752,3,-20.7846
2016-09-23,West,Office Supplies,13.216,4,4.4604
2016-09-23,East,Furniture,532.704,6,-26.6352
2016-09-23,East,Office Supplies,11.952,3,4.0338
2016-09-23,East,Office Supplies,4.912,2,0.307
2016-09-23,West,Office Supplies,4.08,2,1.9176
2016-09-23,South,Furniture,368.97,3,81.1734
2016-09-23,South,Office Supplies,118.25,5,34.2925
2016-09-23,West,Office Supplies,18.9,3,8.694
2016-09-23,East,Office Supplies,10.528,7,3.6848
2016-09-24,Central,Office Supplies,6.48,1,3.1104
2016-09-24,Central,Office Supplies,442.372,7,-729.9138
2016-09-24,West,Office Supplies,304.9,5,143.303
2016-09-24,East,Furniture,155.372,2,-13.3176
2016-09-24,West,Furniture,563.24,5,56.324
2016-09-24,West,Furniture,21.44,2,7.504
2016-09-24,West,Office Supplies,511.056,9,-95.823
2016-09-24,West,Furniture,63.2,5,23.384
2016-09-24,Central,Furniture,127.95,3,21.7515
2016-09-24,West,Office Supplies,41.7,5,20.85
2016-09-24,West,Office Supplies,41.96,2,2.9372
2016-09-24,Central,Office Supplies,6.38,1,2.9348
2016-09-25,West,Office Supplies,16.56,4,6.9552
2016-09-25,West,Office Supplies,5.022,1,-3.5154
2016-09-25,Central,Office Supplies,15.936,4,5.1792
2016-09-25,Central,Technology,499.95,5,174.9825
2016-09-25,West,Furniture,477.666,2,84.294
2016-09-25,East,Office Supplies,331.536,3,-82.884
2016-09-25,East,Office Supplies,286.256,1,17.891
2016-09-25,Central,Furniture,201.96,2,50.49
2016-09-25,Central,Office Supplies,3.04,1,1.0336
2016-09-25,Central,Furniture,68.64,11,17.16
2016-09-25,East,Office Supplies,24.224,2,-4.8448
2016-09-25,West,Furniture,393.165,3,-204.4458
2016-09-25,West,Office Supplies,60.048,9,22.518
2016-09-25,West,Office Supplies,10.9,5,5.123
2016-09-25,West,Technology,44.736,8,4.4736
2016-09-25,West,Technology,479.976,3,161.9919
2016-09-25,West,Office Supplies,5.76,2,1.6704
2016-09-25,West,Office Supplies,29.6,2,14.8
2016-09-25,West,Office Supplies,4.98,1,2.2908
2016-09-25,West,Furniture,483.136,4,60.392
2016-09-26,West,Technology,100.0,4,21.0
